startdate,enddate,finished,q1,q5_1,q6,q7,q8,q9_1,q10_1,q11_1,q11_2,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q14_1,q14_2,q14_3,q14_4,q16,q22_pagesubmit,q24_pagesubmit,q23_pagesubmit,q25_1,q26_1,q27_1,q28_1,q29_1
2016-11-23 13:27:40,2016-11-23 13:36:02,True,I agree,1996,Female,Single,"Black, Afro-Caribbean, or African American",United States,8.1,2,1,$501-$1000,5,,,10,5.1,,,,republican,The Supreme Court,183.375,,,3,10,10,10,1
2016-11-23 14:03:43,2016-11-23 14:11:09,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,1,3,0,$0-$500,5.1,5.1,3.9,7.1,3.9,,,scalia,republicans,The Supreme Court,,243.12,,2.8,5,5.1,5,3.2
2016-11-23 14:27:15,2016-11-23 14:41:41,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,2,2,0,$0-$500,5,7,3.5,10,5,I don't know,I don't know,I don't know,Republicans,The Supreme Court,,,292.813,1.5,10,10,2.5,1
2016-11-23 15:04:32,2016-11-23 15:16:45,True,I agree,1986,Male,Single,South Asian or Indian American,India,6,6,0,Prefer not to disclose,6,6,,5,2.7,,,,,The Supreme Court,,441.072,,5,7,6,4,4.9
2016-11-23 15:19:43,2016-11-23 15:33:28,True,I agree,1996,Female,Single,Other,United States,1,1,0,$501-$1000,10,10,6,10,6,I don't know.,Mitch McConell,John Roberts,Republicans,The Congress,,,195.882,7,8,7,9,4
2016-11-23 15:19:03,2016-11-23 15:34:16,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,2.5,2,0,$501-$1000,10,10,,10,10,,,,Republicans,The Supreme Court,164.897,,,3,8,10,8.2,5.5
2016-11-23 16:31:41,2016-11-23 16:40:13,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,8.5,2,0,$0-$500,9,9,8,9.5,9.5,,Mitch Mcconnell,,Republican,The Supreme Court,,241.892,,1.5,8,9.5,10,1.7
2016-11-23 18:01:18,2016-11-23 18:11:12,True,I agree,1989,Female,Single,Latino or Hispanic American,United States,5,4,0,$2001-$2500,8.5,9,,9,6.5,Secretary of Defense ,Mitch McConnell,John Roberts,Republicans ,The Supreme Court,166.496,,,1,9,7.8,6.5,1.6
2016-11-23 18:15:07,2016-11-23 18:24:18,True,I agree,1991,Male,Prefer not to disclose,Non-Hispanic White or Euro-American,United States,2.5,4,0,$1001-$1500,9,10,5,8,7.5,,Mitch McConnell,John Roberts ,Republican Party,The Supreme Court,,,163.383,1,8,8.5,5.5,1
2016-11-23 18:45:17,2016-11-23 18:53:49,True,I agree,1993,Male,Single,Non-Hispanic White or Euro-American,United States,2.9,3,0,$1001-$1500,5,1.7,,3.3,1.8,,,,Republicans,The Supreme Court,,268.98,,8.1,2.8,7.6,5.2,7.4
2016-11-23 19:17:53,2016-11-23 19:27:36,True,I agree,1985,Male,Single,Non-Hispanic White or Euro-American,United States,7,5,0,$3001 and more,4,4.2,1.2,4.9,1.2,,McConnell,Roberts,Republican,The Supreme Court,,,164.439,8.2,4.1,4.1,6.2,8.2
2016-11-23 21:26:15,2016-11-23 21:32:32,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,3,1,0,$0-$500,8.1,3.6,1.1,9.1,7,Actor,,,,The Supreme Court,232.76,,,5.6,5.6,5.6,5.9,6.4
2016-11-23 21:33:46,2016-11-23 21:41:04,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,7,1.5,0,$501-$1000,7.1,9.3,,9.8,5.6,,,Roberts,Republicans,The Supreme Court,,,166.038,1.8,9.2,10,3.4,2
2016-11-23 23:50:18,2016-11-23 23:55:49,True,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,5,3.5,0,$3001 and more,2,3,,5,1,,,,Republican,The Supreme Court,166.502,,,5,5.2,5.6,5.6,5.8
2016-11-24 01:39:41,2016-11-24 01:46:41,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,1,1,0,$0-$500,10,10,,10,6,,,,Republican ,The Supreme Court,170.222,,,3.4,9,9.1,5.7,1.3
2016-11-24 01:56:15,2016-11-24 02:04:31,True,I agree,1991,Female,Married,Other,United States,3.5,3,0,$501-$1000,5,5,,5,5,,,John Roberts,Republicans,The Supreme Court,,,163.31,5,7.5,4.5,7,6.7
2016-11-24 02:20:58,2016-11-24 02:30:19,True,I agree,1997,Male,Single,East Asian or Asian American,United States,2.5,0.5,0,$0-$500,10,10,,10,10,Sec. of Defense,Sen. McConnel,Roberts,GOP,The Supreme Court,,247.148,,2.5,8.5,9,2.5,3.1
2016-11-24 13:31:19,2016-11-24 13:39:25,True,I agree,1992,Male,Single,South Asian or Indian American,Bangladesh,1,5,0,$1001-$1500,8.8,10,10,10,,,Mitch McConnell,John Roberts,Republicans,The Supreme Court,,,178.936,3,5.6,3,10,10
2016-11-24 14:41:11,2016-11-24 14:49:16,True,I agree,1998,Male,Single,Non-Hispanic White or Euro-American,Armenia,7,0.5,0,$0-$500,5,5,5,7,5,,Republican,,Republican,The Supreme Court,183.019,,,5,9.5,1,5.5,1
2016-11-24 17:38:40,2016-11-24 17:46:03,True,I agree,1996,Male,Single,Latino or Hispanic American,United States,5.4,2,0,$1001-$1500,6.7,,,6.8,1.8,,,,,The Supreme Court,,,214.692,5,4,7.2,8.3,6.1
2016-11-25 08:11:05,2016-11-25 08:25:33,True,I agree,1994,Female,Single,Latino or Hispanic American,United States,10,0,0,$501-$1000,10,8.2,5.5,10,5.5,Secretary of Defense,,"John G. Roberts, Jr.",,The Supreme Court,165.818,,,5.6,5.4,7.2,7.1,3.6
2016-11-25 10:33:03,2016-11-25 10:52:02,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,6.1,1.5,0,$501-$1000,8.2,7,6.8,10,7.9,sec. of defense,mitch McConnell,john G Roberts,republican,The Supreme Court,,245.222,,1,10,10,3.1,5.4
2016-11-25 13:45:16,2016-11-25 13:52:04,True,I agree,1989,Male,Married,"Black, Afro-Caribbean, or African American",United States,7.2,3,0,$1501-$2000,8.6,5.9,3,9.2,5.2,Secretary of Defense,Mitch Mconell,Roberts,Republicans,The Supreme Court,,,163.465,3,9.6,9.1,1.7,2.4
2016-11-25 14:14:30,2016-11-25 14:22:04,True,I agree,1998,Male,Single,Non-Hispanic White or Euro-American,United States,1.1,0.5,0,$0-$500,5.4,6.9,,8.5,7.8,I don't know,Mitch McConnell,Ruth Bader-Ginsburg,Republican,The Supreme Court,229.151,,,5.6,7.4,9.5,8.7,7.1
2016-11-25 14:34:47,2016-11-25 14:54:27,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,4,2.5,0,$501-$1000,9.1,9.1,,10,8,,,Justice Roberts,Republican,The Supreme Court,,316.127,,1,10,10,9,3.7
2016-11-25 15:07:34,2016-11-25 15:16:07,True,I agree,1984,Male,Single,Non-Hispanic White or Euro-American,United States,3,3,0,$3001 and more,8.1,7.1,7.1,7.2,3,Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,245.837,,8.1,7,9.2,5.6,6.7
2016-11-25 16:38:24,2016-11-25 16:44:57,True,I agree,1997,Female,Single,"Black, Afro-Caribbean, or African American",United States,9.2,2,0,$0-$500,1.3,9.7,,8.4,10,,,,republican,The Supreme Court,168.573,,,3.3,10,9.1,2.2,4.5
2016-11-25 17:00:04,2016-11-25 17:10:29,True,I agree,1977,Male,Married,Non-Hispanic White or Euro-American,United States,2,4,4,$2001-$2500,7,4,2,7,6,Chairman of Joint Chiefs,Mitch McConnell,Roberts,Republicans,The Supreme Court,,,178.37,7.5,4,7,10,3.8
2016-11-25 17:31:34,2016-11-25 17:45:40,True,I agree,1995,Male,Single,East Asian or Asian American,China,1.4,1,0,$0-$500,7.2,5.4,5.4,5.6,5.3,US Secretary of Defense,Mitch McConnell,John G.Roberts,Republican Party,The Supreme Court,,,163.852,5,4.9,5,2.9,7.3
2016-11-25 19:04:13,2016-11-25 19:09:30,True,I agree,1997,Male,Single,Arab Middle Eastern or Arab American,Qatar,10,2.5,0,$3001 and more,,,,,,,,,,The Supreme Court,202.932,,,7.5,7.3,7.8,7.5,7.7
2016-11-25 19:05:39,2016-11-25 19:20:30,True,I agree,1969,Male,Married,Non-Hispanic White or Euro-American,United States,5,3,0,$3001 and more,5,6.1,,1,1,Don't know,Paul Ryan,John Roberts,Republican,The Congress,,248.939,,4,6,7.5,9,4.2
2016-11-25 20:37:47,2016-11-25 20:48:42,True,I agree,1972,Female,Married,Latino or Hispanic American,United States,4,4,0,$1501-$2000,4,5,,8,5.2,secretary of defense ,mitch mcconnell,John Roberts,republicans ,The Supreme Court,,,165.789,1.8,10,9.2,2.9,1.4
2016-11-26 00:31:53,2016-11-26 00:43:41,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,5.4,1,0,$0-$500,4.5,8,,8.1,7,,republicans,roberts,republicans,The Congress,,256.761,,3,2,9,4,7.4
2016-11-26 08:40:39,2016-11-26 09:10:17,True,I agree,1987,Female,Married,Latino or Hispanic American,Mexico,2,2,0,$1501-$2000,7,9,2,7,2,I do not know,mitch mcconnell,I don't know,republicans,The Supreme Court,1171.585,,,2,8.5,9.6,9.4,3.7
2016-11-26 10:08:50,2016-11-26 10:30:56,True,I agree,1980,Female,Single,Non-Hispanic White or Euro-American,Ireland,7.1,4,2,$3001 and more,5.5,5.1,,6.2,1.8,Secretary of Defense,Harry Reid,John Roberts,Republican,The Supreme Court,,471.343,,2,4,7.1,3.9,7.6
2016-11-26 13:18:22,2016-11-26 13:28:30,True,I agree,1996,Male,Single,"Black, Afro-Caribbean, or African American",United States,5,2,0,$3001 and more,1,5.1,1.1,4.2,4.3,Secretary of defense ,Kevin McCarty ,Tani Cantil,Republicans ,The Supreme Court,175.247,,,3,3,8.2,7.1,7.3
2016-11-26 14:31:15,2016-11-26 15:04:29,True,I agree,1996,Male,Single,Latino or Hispanic American,United States,6.5,2,0,$1001-$1500,7,7,,8.5,6.5,Secretary of Defense,Kevin Mccarthy,John Roberts,Republicans,The Supreme Court,,,1669.363,4,6,6,7,4.2
2016-11-26 15:59:43,2016-11-26 16:08:47,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,2.9,3,0,$0-$500,8.1,8.1,,8.5,8.3,secretary of self defense,n/a,John Roberts,republican,The Supreme Court,171.202,,,4,8.8,8.8,4.9,4.3
2016-11-26 21:53:56,2016-11-26 22:02:25,True,I agree,1995,Female,Single,Non-Hispanic White or Euro-American,United States,5,3.5,0,$501-$1000,8,8.2,,8.6,5.1,Dont know,Mitch Mcconnel ,John Roberts ,Republican ,The Supreme Court,,,193.619,1.9,3.9,6.9,7.1,7.1
2016-11-26 22:17:44,2016-11-26 22:30:55,True,I agree,1996,Female,Single,"Black, Afro-Caribbean, or African American",United States,10,3,0,$0-$500,,8.1,,10,9.7,U.S. Secretary of Defense,Mitch Mconnell,John Roberts,republicans,The Supreme Court,,301.277,,1,2.1,5.7,10,5.7
2016-11-26 23:20:04,2016-11-26 23:31:02,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,8.5,3,0,$2501-$3000,3.6,4.4,,7,3.5,,Rep,John G. Roberts,Rep,The Supreme Court,,,172.141,6,5,8,4,3.6
2016-11-27 00:43:35,2016-11-27 00:52:53,True,I agree,1991,Female,Single,Non-Hispanic White or Euro-American,United States,5.5,5,0,$2501-$3000,6.1,5.7,6.7,8,6.6,,,,Republicans,The Supreme Court,,243.446,,1,10,10,5.5,1
2016-11-27 12:46:23,2016-11-27 12:54:27,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,1,1,0,$0-$500,7,5,3,10,7.4,Actor,Republican,,Republican,The Supreme Court,162.75,,,5,8,8,10,3.7
2016-11-27 13:58:08,2016-11-27 14:05:13,True,I agree,1972,Female,Married,Non-Hispanic White or Euro-American,United States,3.9,3,0,Prefer not to disclose,5,5.2,,7,2.4,Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,,166.379,4.4,8.1,8.1,5.6,9.1
2016-11-27 14:13:04,2016-11-27 14:20:40,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,2,1.5,0,$0-$500,8.4,6.9,,7.8,7.5,secretary of defense,Mitch McConell,John G. Roberts jr.,No I do not,The Supreme Court,,245.335,,5.6,4.2,4.8,6.4,4.2
2016-11-27 14:18:44,2016-11-27 14:24:20,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,4,4,0,Prefer not to disclose,9,9.1,1.1,9.5,8.5,Secretary of Defense,Mitch McConnel,John Roberts,Republican,The Supreme Court,168.235,,,7.1,7.1,7.1,7.1,7.2
2016-11-27 14:48:30,2016-11-27 14:55:26,True,I agree,1995,Female,Single,East Asian or Asian American,United States,1.2,3,0,$1501-$2000,,6.1,,7.9,5.6,,,,Republican,The Supreme Court,,242.413,,4,5,5,4,3.2
2016-11-27 15:12:03,2016-11-27 15:19:42,True,I agree,1993,Male,Single,Latino or Hispanic American,United States,10,3,0,$501-$1000,,,,10,,I dont know,I dont know,I dont know,Republicans,The Congress,174.302,,,3.1,8.5,7.1,4,5.7
2016-11-24 09:45:51,2016-11-27 15:46:41,True,I agree,1992,Female,Single,Other,United States,3,2,0,$1501-$2000,1.1,1.1,,3,3,,,,,The Supreme Court,,471.974,,2.5,7.5,8.5,10,3.1
2016-11-27 16:15:44,2016-11-27 16:21:17,True,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,4,3.5,0,$0-$500,,5.4,,5.5,,,,,Republican,The Supreme Court,,,174.859,5,4.6,7,6,6.5
2016-11-27 18:28:51,2016-11-27 18:37:07,True,I agree,1987,Male,Single,"Black, Afro-Caribbean, or African American",United States,9.4,4,0,$1501-$2000,8,8,,9.5,7,,,,Republican,The Congress,305.877,,,1,5.3,5.4,5.6,5.7
2016-11-27 19:17:55,2016-11-27 19:25:52,True,I agree,1994,Male,Single,Other,United States,1,4,0,$501-$1000,5.1,6.1,,10,7,,,,,The Supreme Court,,242.548,,6.1,4,7,5,6
2016-11-27 19:13:40,2016-11-27 20:14:12,True,I agree,1992,Male,Single,Non-Hispanic White or Euro-American,United States,5.5,3,0,$0-$500,7,5,1.7,8,2,US Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,,276.339,3.5,9,7.1,3,4.3
2016-11-27 20:21:36,2016-11-27 20:29:43,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,1,0,0,$0-$500,8,6.9,2,8,6.3,secretary of defense,mitch mcconnell,roberts,"yes, republican",The Supreme Court,,,162.03,2,8.5,8,3.1,1
2016-11-27 21:36:06,2016-11-27 21:47:17,True,I agree,1997,Female,Single,"Black, Afro-Caribbean, or African American",United States,4,1,0,$0-$500,,,,10,10,secretary of defense,mitch mcconnel,john g. roberts,republicans,The Supreme Court,172.904,,,5,10,9.8,6.4,1.5
2016-11-27 22:57:05,2016-11-27 23:08:06,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,2.3,1,0,$0-$500,8.5,3.5,5,7,5,,,,Republican,The Supreme Court,,260.95,,3,7,7,8,2.9
2016-11-27 23:56:36,2016-11-28 00:06:52,True,I agree,1995,Female,Single,East Asian or Asian American,United States,7.5,3.5,0,$0-$500,9,9,7.5,9,3,I don't know,Mitch McConnell,John Roberts,Republican ,The Supreme Court,,,164.676,3,8,10,8,3.2
2016-11-28 08:50:38,2016-11-28 09:36:17,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,Germany,2.5,3,0,$0-$500,6.9,7.6,3,7.7,7.2,n/a,n/a,n/a,republican,The Supreme Court,2585.933,,,6.8,6.6,7,7.5,5.7
2016-11-28 09:42:12,2016-11-28 09:53:24,True,I agree,1991,Male,Married,Non-Hispanic White or Euro-American,United States,1.1,3,0,$501-$1000,8,8,8,8,6,,,,Republican,The Supreme Court,,,167.255,2,9,2,2,5.7
2016-11-28 09:44:14,2016-11-28 09:53:26,True,I agree,1994,Male,Single,Latino or Hispanic American,United States,7,4,0,$0-$500,8,8,,9,5,,,,Republicans,The Supreme Court,,300.333,,6,6,5.5,3,7.1
2016-11-28 09:46:07,2016-11-28 09:55:47,True,I agree,1992,Male,Single,East Asian or Asian American,United States,1.1,4,0,$0-$500,7.4,5.1,2.6,2.6,5.1,Secretary of Defense ,Mitch McConnell,John G Roberts,Republicans,The Supreme Court,165.589,,,3,8.5,8.5,8,5.4
2016-11-28 10:39:30,2016-11-28 11:05:38,True,I agree,1991,Female,Single,Non-Hispanic White or Euro-American,United States,6.1,2,0,$1001-$1500,10,9.9,,10,10,?,?,?,republican,The Congress,,,424.339,1.1,9.9,10,5,1
2016-11-28 11:28:12,2016-11-28 11:36:41,True,I agree,1998,Female,Single,Non-Hispanic White or Euro-American,United States,10,0,0,$501-$1000,8,8.1,,7.3,1.6,Secretary of Defense,Republicans,John Roberts,Republicans,The Supreme Court,165.957,,,10,9.2,8.1,7,10
2016-11-28 00:28:19,2016-11-28 11:42:52,True,I agree,1995,Male,Single,Latino or Hispanic American,Mexico,4.9,3,0,$3001 and more,5,5.1,6.2,7.4,5,Defense secratary ,mitch mconell,John Roberts,The Republicans ,The Supreme Court,,40000.487,,6.5,6.3,7.9,7.3,7.5
2016-11-28 14:21:24,2016-11-28 14:37:33,True,I agree,1996,Female,Single,Latino or Hispanic American,United States,6.5,2,0,$1501-$2000,3,3.4,7,7,3,,,,,The Supreme Court,,760.679,,5.2,8.3,5.6,5.6,5.7
2016-11-28 16:57:36,2016-11-28 17:10:14,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,8.2,4,0,$501-$1000,3,4.7,,7.4,1.2,,,,,The Supreme Court,,,342.184,3.6,2,10,8,7
2016-11-28 17:03:47,2016-11-28 17:11:19,True,I agree,1995,Male,Single,Non-Arab Middle Eastern or Non-Arab Middle Eastern-American,United States,5,3.5,0,$1501-$2000,6,2,2,4,1,Actor,idk,idk,idk,The Supreme Court,162.052,,,5,8,8,3,3.1
2016-11-28 17:06:18,2016-11-28 17:14:30,True,I agree,1998,Female,Single,Non-Hispanic White or Euro-American,United States,3,1,0,$0-$500,,,,10,6.2,not sure,not sure,not sure,Republican ,The Supreme Court,,,230.166,3.2,7,9.1,8.3,3.8
2016-11-28 17:45:18,2016-11-28 17:54:18,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,7,2,0,$1001-$1500,5,5.5,5,6,5.5,Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,252.837,,7.5,4,7.4,7.6,7.2
2016-11-28 17:54:40,2016-11-28 18:02:44,True,I agree,1998,Female,Single,Non-Hispanic White or Euro-American,United States,6,1,0,$0-$500,8.1,5.7,,7.4,3.7,,Republican,,Republican ,The Supreme Court,162.353,,,3.4,9,10,5.3,1.9
2016-11-28 17:53:05,2016-11-28 18:04:21,True,I agree,1993,Female,Single,Latino or Hispanic American,United States,5.1,5,0,$1501-$2000,7.1,6,5,8.1,7,Don't know.,McConnel,Roberts,Republican,The Supreme Court,,,169.438,7,8.1,9.4,5.9,1.6
2016-11-28 18:22:05,2016-11-28 18:31:41,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,1,3,0,$2001-$2500,6.1,5.4,,8.1,5.7,Secretary of Defense,Mitch McConnell,"John G. Roberts, Jr. ",Republicans,The Supreme Court,166.062,,,3.9,6.7,8.6,4,5.4
2016-11-28 15:34:07,2016-11-28 19:12:48,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,6.5,1,0,$501-$1000,6.1,2,,2.8,2.8,,,,republican,The president,,251.237,,1.8,1,7.2,7.1,5.4
2016-11-28 20:34:01,2016-11-28 20:42:21,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,4.5,2.5,0,Prefer not to disclose,4,10,5,9,4,,Mitch McConell,John Roberts,Republican,The Congress,231.446,,,3,4.5,9,10,3.8
2016-11-28 21:07:35,2016-11-28 21:17:44,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,6.5,3,0,$1001-$1500,8,,,7,5,Governor,Democrats,Idk,Democrats,The Supreme Court,,251.241,,2.9,8.8,9,4,1
2016-11-28 21:21:54,2016-11-28 21:33:54,True,I agree,1992,Male,Single,Non-Hispanic White or Euro-American,United States,3,4,0,$1001-$1500,8,8.5,5,9,7,,Mitch McConnell,John Roberts,Republicans,The Supreme Court,,,164.551,2,9,7,5,5.3
2016-11-28 22:02:37,2016-11-28 22:10:37,True,I agree,1995,Female,Single,Other,United States,3,3,0,$501-$1000,8.2,7.2,,7.4,4.9,,,,Republican ,The president,,,164.422,3,7.1,8.2,6.1,3.3
2016-11-28 22:41:10,2016-11-28 22:53:22,True,I agree,1988,Male,Married,Arab Middle Eastern or Arab American,Qatar,6.8,2,0,Prefer not to disclose,2,5.7,2,9,,,,,,The Supreme Court,162.438,,,1,7,10,10,5.5
2016-11-28 22:51:23,2016-11-28 23:04:49,True,I agree,1995,Female,Single,Other,United States,5,3,0,$0-$500,10,10,,10,7.2,,,,,The Supreme Court,,244.122,,1,5,5.1,5,5.7
2016-11-28 23:00:59,2016-11-28 23:16:52,True,I agree,1996,Female,Single,Other,United States,8.1,2,2,Prefer not to disclose,10,10,,10,10,Secretary of Defense,Mitch McConnell,John Glover Roberts Jr,Democrats,The Supreme Court,,296.552,,5.1,5,5.1,5,5.4
2016-11-28 23:16:42,2016-11-28 23:25:55,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,1,4,0,Prefer not to disclose,1.1,1.1,1.1,5,1.1,Sec. of Defense,McConnell,Roberts,Republican,The Supreme Court,,,176.042,5,5,5.3,5,5.5
2016-11-28 23:45:13,2016-11-28 23:55:30,True,I agree,1995,Male,Single,Prefer not to disclose,Qatar,5,2,0,Prefer not to disclose,5.1,4,5.9,4.8,,,,,,The Supreme Court,164.264,,,5.3,5.4,5.3,5.9,5.5
2016-11-29 03:50:09,2016-11-29 04:00:56,True,I agree,1996,Male,Single,Latino or Hispanic American,Cuba,7,3,0,$0-$500,1.2,1.1,,9.2,1.1,secretary of defense,mitch McCONNEL,william,democrats,The Supreme Court,,,168.228,1.9,8.3,9.4,8.7,3.7
2016-11-22 09:32:56,2016-11-22 09:41:41,False,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,2,2,0,$501-$1000,3,6,,10,9,,,,Republican ,The Supreme Court,,,,,,,,
2016-11-22 09:29:13,2016-11-22 09:52:22,False,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,1.8,4,0,$501-$1000,8.2,8.6,2.3,7.7,2.6,Sec o Def,McConnell,Roberts,Rep,The Supreme Court,,,,,,,,
2016-11-22 12:06:06,2016-11-22 12:12:20,False,I agree,1996,Male,Single,Prefer not to disclose,United States,1,2,0,$0-$500,3.9,3.8,,7.6,4.4,I dont know,I dont know,Snadra Day O'connor,Republicans ,The Supreme Court,,,,,,,,
2016-11-29 12:39:38,2016-11-29 12:44:39,True,I agree,1997,Male,Single,South Asian or Indian American,India,10,1,8,Prefer not to disclose,10,5,1.6,5.1,1.4,j,j,j,j,The president,174.329,,,6.1,6.1,6.2,6.1,6.2
2016-11-29 12:12:09,2016-11-29 12:45:55,True,I agree,1995,Female,Single,Non-Hispanic White or Euro-American,United States,3.8,4,0,Prefer not to disclose,5.6,5.9,2.9,6.6,5.5,sec of defense,Mitch McConnell,Roberts jr,Republican,The Supreme Court,,269.084,,1.9,6.2,8.2,6.1,2.6
2016-11-22 13:17:13,2016-11-22 13:17:21,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-29 13:11:43,2016-11-29 13:20:44,True,I agree,1998,Female,Single,Non-Hispanic White or Euro-American,United States,2.9,0,0,$0-$500,5.7,5.7,,8.2,,,,,,The Supreme Court,,250.514,,5,7.1,9.1,8.1,2.6
2016-11-29 13:09:11,2016-11-29 13:24:35,True,I agree,1984,Male,Single,Non-Hispanic White or Euro-American,United States,2.8,3.5,0,$3001 and more,10,6.6,,10,6.8,Sec Def,Mitch McConnell,John Roberts,Republican,The Supreme Court,,,229.321,1,8.1,10,8.2,1
2016-11-29 13:21:19,2016-11-29 13:26:00,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,2.9,1.5,0,$0-$500,10,9.2,1.6,10,10,dont know,dont know ,dont know ,dont know,The Supreme Court,169.808,,,5.9,4,7.1,7,4
2016-11-29 13:43:21,2016-11-29 13:49:08,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,6.2,1,0,$0-$500,3.3,2.4,2.5,5.2,3.9,,paul ryan,,republicans,The Supreme Court,175.167,,,3.4,9.3,7.2,2.9,2.1
2016-11-22 13:55:08,2016-11-22 13:59:42,False,I agree,1990,Male,Single,Non-Hispanic White or Euro-American,United States,1,2,0,$3001 and more,2.9,2.9,1.7,8,3.6,Sec of defense,Mitch McConnel,John Roberts,Republicans,The Supreme Court,165.413,,,,,,,
2016-11-22 14:32:39,2016-11-22 14:37:32,False,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,5.1,2,0,$1501-$2000,2.7,3,,3.7,,,,,Republican,The Supreme Court,,,,,,,,
2016-11-29 15:31:51,2016-11-29 15:50:39,True,I agree,1993,Male,Single,Arab Middle Eastern or Arab American,Saudi Arabia,8,6,0,$2501-$3000,7.1,7.1,1.1,8.3,10,,,,,The Congress,,461.728,,6.4,7.1,3.7,8.3,2.7
2016-11-29 15:52:48,2016-11-29 15:59:59,True,I agree,1998,Male,Single,Non-Hispanic White or Euro-American,United States,3,0,0,$0-$500,6.1,6.3,2.3,7.6,2.4,,,,Republicans,The Supreme Court,,,169.129,7,5,8.9,8.3,10
2016-11-29 18:04:41,2016-11-29 18:11:57,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,1.2,4,0,Prefer not to disclose,6.9,7.2,9.5,10,8.5,Secretary of Defense,Mitch McConnell,John Roberts,Republicans,The Supreme Court,,,163.513,5.1,7.4,9.2,6.1,4.4
2016-11-29 18:11:16,2016-11-29 18:25:42,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,2.5,1,0,$0-$500,9.5,8,,8,1,,Mitch Miconal,Rogers,Republicans,The Supreme Court,357.453,,,4.5,8,5.4,4,4.3
2016-11-29 18:14:32,2016-11-29 18:26:22,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,9,3,0,$0-$500,7.5,9,,9,,Secretary of Defense,Kevin Mccarthy,John Roberts,Republican,The Supreme Court,,242.614,,1.5,10,10,8,1.6
2016-11-29 18:39:27,2016-11-29 18:47:49,True,I agree,1992,Male,Single,Non-Hispanic White or Euro-American,United States,1,3,0,$1501-$2000,1,1,1,9.1,1,Secretary Of Defense,Sen. Mcconell,Roberts,GOP,The Supreme Court,,242.351,,1.2,10,10,10,4.3
2016-11-29 19:00:53,2016-11-29 19:14:04,True,I agree,1992,Male,Single,Latino or Hispanic American,United States,7.6,3,0,$3001 and more,8.5,8,6,9.5,6,Secretary of Defense,Mitch McConnell,John Roberts Jr.,Republican Party,The Supreme Court,,,163.366,2.5,8.1,8,6.8,2.1
2016-11-29 19:13:55,2016-11-29 19:25:54,True,I agree,1995,Female,Single,Non-Hispanic White or Euro-American,United States,3,2,0,$1001-$1500,8.1,9.2,,10,7.1,?,?,?,?,The Supreme Court,162.796,,,1.9,8.1,7.2,7.1,1.8
2016-11-29 19:58:30,2016-11-29 20:05:22,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,4.3,2.5,0,$0-$500,5.1,1.1,1,1,1,Sec of Defense,Republican,Don't know,Republicans,The Supreme Court,,,166.114,8.1,5.4,3.5,9.2,7.6
